# Circuit of the Americas — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
1245.0200,725.7777,85.0112,0.0000,0.000,6.202,5.714,1.0000
1250.0627,728.1229,89.4754,0.0000,0.000,6.358,5.562,1.0000
1255.0596,730.6783,93.7695,0.0000,0.000,6.212,5.827,1.0000
1260.0064,733.4728,97.8513,0.0000,0.000,6.096,6.052,1.0000
1264.9083,736.5357,101.6785,0.0000,0.000,6.004,6.245,1.0000
1269.7822,739.8958,105.2090,0.0000,0.000,6.120,5.981,1.0000
1274.6580,743.5790,108.4040,0.0000,0.000,6.309,5.556,1.0000
1279.5698,747.5675,111.2705,0.0000,0.000,6.262,5.705,1.0000
1284.5361,751.8125,113.8481,0.0000,0.000,6.161,5.986,1.0000
1289.5606,756.2646,116.1772,0.0000,0.000,6.148,6.015,1.0000
1294.6347,760.8742,118.2981,0.0000,0.000,6.138,6.038,1.0000
1299.7408,765.5920,120.2512,0.0000,0.000,6.165,6.113,1.0000
1304.8542,770.3684,122.0767,0.0000,0.000,6.194,6.190,1.0000
1309.9457,775.1541,123.8150,0.0000,0.000,6.189,6.229,1.0000
1314.9837,779.8995,125.5066,0.0000,0.000,6.094,6.166,1.0000
1319.9481,784.5599,127.2172,0.0000,0.000,5.999,6.104,1.0000
1324.8490,789.1000,129.0631,0.0000,0.000,5.915,6.056,1.0000
1329.7130,793.4854,131.1669,0.0000,0.000,5.837,6.018,1.0000
1334.5900,797.6821,133.6512,0.0000,0.000,5.757,6.065,1.0000
1339.5535,801.6695,136.6072,0.0000,0.000,5.802,6.032,1.0000
1344.6297,805.5163,139.9193,0.0000,0.000,6.012,5.881,1.0000
1349.7825,809.3220,143.3932,0.0000,0.000,5.951,5.902,1.0000
1354.9252,813.0120,146.9754,0.0000,0.000,5.862,5.932,1.0000
1359.9587,816.3118,150.7763,0.0000,0.000,5.774,5.954,1.0000
1364.8863,819.0891,154.8467,0.0000,0.000,5.713,6.128,1.0000
1369.7722,821.3902,159.1567,0.0000,0.000,5.775,6.003,1.0000
1374.6639,823.2719,163.6720,0.0000,0.000,5.826,5.841,1.0000
1379.5899,824.7908,168.3581,0.0000,0.000,5.705,5.864,1.0000
1384.5625,826.0037,173.1805,0.0000,0.000,5.655,5.954,1.0000
1389.5802,826.9672,178.1048,0.0000,0.000,5.685,6.029,1.0000
1394.6312,827.7381,183.0966,0.0000,0.000,5.861,5.969,1.0000
1399.6960,828.3731,188.1214,0.0000,0.000,6.015,5.943,1.0000
1404.7547,828.9263,193.1498,0.0000,0.000,6.098,6.026,1.0000
1409.8011,829.4430,198.1697,0.0000,0.000,6.181,6.109,1.0000
1414.8313,829.9668,203.1725,0.0000,0.000,6.260,6.157,1.0000
1419.8416,830.5411,208.1498,0.0000,0.000,6.333,6.142,1.0000
1424.8301,831.2093,213.0933,0.0000,0.000,6.406,6.128,1.0000
1429.7970,832.0148,217.9944,0.0000,0.000,6.359,6.114,1.0000
1434.7466,833.0013,222.8448,0.0000,0.000,6.151,6.100,1.0000
1439.6884,834.2120,227.6360,0.0000,0.000,5.968,6.074,1.0000
1444.6379,835.6902,232.3596,0.0000,0.000,6.113,5.884,1.0000
1449.6096,837.4599,237.0057,0.0000,0.000,6.232,5.749,1.0000
1454.6050,839.5072,241.5622,0.0000,0.000,6.245,5.844,1.0000
1459.6211,841.8140,246.0165,0.0000,0.000,6.203,5.940,1.0000
1464.6535,844.3623,250.3560,0.0000,0.000,6.060,6.038,1.0000
1469.6957,847.1339,254.5681,0.0000,0.000,6.017,6.098,1.0000
1474.7400,850.1107,258.6403,0.0000,0.000,6.110,6.103,1.0000
1479.7774,853.2747,262.5601,0.0000,0.000,6.195,6.109,1.0000
1484.7981,856.6078,266.3148,0.0000,0.000,6.237,6.121,1.0000
1489.7938,860.0929,269.8941,0.0000,0.000,6.279,6.133,1.0000
1494.7693,863.7197,273.3002,0.0000,0.000,6.422,6.027,1.0000
1499.7335,867.4806,276.5406,0.0000,0.000,6.525,5.939,1.0000
1504.6941,871.3677,279.6224,0.0000,0.000,6.232,6.071,1.0000
1509.6574,875.3733,282.5532,0.0000,0.000,5.940,6.202,1.0000
1514.6284,879.4896,285.3401,0.0000,0.000,6.019,6.164,1.0000
1519.6112,883.7090,287.9905,0.0000,0.000,6.120,6.109,1.0000
1524.6084,888.0236,290.5117,0.0000,0.000,6.363,5.948,1.0000
